"all","20200301",559000
"all","20200302",926000
"all","20200303",927000
"all","20200304",910000
"all","20200305",918000
"all","20200306",920000
"all","20200307",622000
"all","20200308",547000
"all","20200309",923000
"all","20200310",918000
"all","20200311",329000
"all","20200312",329000
"all","20200313",329000
"all","20200314",329000
"all","20200315",329000
"all","20200316",329000
"all","20200317",329000
"all","20200318",329000
"all","20200319",329000
"all","20200320",329000
"all","20200321",329000
"all","20200322",329000
"all","20200323",329000
"all","20200324",329000
"all","20200325",329000
"all","20200326",329000
"all","20200327",329000
"all","20200328",329000
"all","20200329",329000
"all","20200330",329000
"all","20200331",329000
"resident","20200301",329000
"resident","20200302",329000
"resident","20200303",329000
"resident","20200304",329000
"resident","20200305",329000
"resident","20200306",329000
"resident","20200307",329000
"resident","20200308",329000
"resident","20200309",329000
"resident","20200310",329000
"resident","20200311",329000
"resident","20200312",329000
"resident","20200313",329000
"resident","20200314",329000
"resident","20200315",329000
"resident","20200316",329000
"resident","20200317",329000
"resident","20200318",329000
"resident","20200319",329000
"resident","20200320",329000
"resident","20200321",329000
"resident","20200322",329000
"resident","20200323",329000
"resident","20200324",329000
"resident","20200325",329000
"resident","20200326",329000
"resident","20200327",329000
"resident","20200328",329000
"resident","20200329",329000
"resident","20200330",329000
"resident","20200331",329000
"visitor","20200301",230000
"visitor","20200302",597000
"visitor","20200303",598000
"visitor","20200304",581000
"visitor","20200305",589000
"visitor","20200306",591000
"visitor","20200307",293000
"visitor","20200308",218000
"visitor","20200309",594000
"visitor","20200310",589000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
